candidate_id,years_experience,education_level,skills,experience_description,position_applied,suitable
CAND_0032,8,associate,"api, java, docker, creativity, c#, problem solving, sql","Experienced backend developer with 8 years working with api, java, docker",backend_developer,1
CAND_0033,1,bachelor,"statistics, data analysis, excel, creativity, tableau, leadership, r, sql","Experienced analyst with 1 years working with statistics, data analysis, excel",analyst,1
CAND_0034,10,master,"numpy, python, adaptability, pandas, communication, teamwork, tensorflow, scipy, sql","Experienced data scientist with 10 years working with numpy, python, adaptability",data_scientist,1
CAND_0035,9,associate,"critical thinking, creativity, excel, teamwork, sql","Experienced business analyst with 9 years working with critical thinking, creativity, excel",business_analyst,1
CAND_0036,0,associate,"project management, creativity, problem solving, teamwork, agile","Experienced project manager with 0 years working with project management, creativity, problem solving",project_manager,1
CAND_0037,4,phd,"adaptability, jira, time management, leadership, problem solving, scrum","Experienced project manager with 4 years working with adaptability, jira, time management",project_manager,0
CAND_0038,9,bachelor,"adaptability, leadership, teamwork, monitoring, hyper-v","Experienced system administrator with 9 years working with adaptability, leadership, teamwork",system_administrator,0
CAND_0039,5,phd,"creativity, tableau, problem solving, teamwork, process modeling","Experienced business analyst with 5 years working with creativity, tableau, problem solving",business_analyst,0
CAND_0040,11,associate,"communication, time management, c#, programming, problem solving, c++","Experienced software developer with 11 years working with communication, time management, c#",software_developer,1
CAND_0041,1,master,"critical thinking, leadership, problem solving, r, sql","Experienced analyst with 1 years working with critical thinking, leadership, problem solving",analyst,0
CAND_0042,0,phd,"linux, docker, ansible, teamwork, azure, terraform","Experienced devops engineer with 0 years working with linux, docker, ansible",devops_engineer,1
CAND_0043,7,master,"adaptability, communication, project management, leadership, scrum","Experienced project manager with 7 years working with adaptability, communication, project management",project_manager,1
CAND_0044,4,high_school,"critical thinking, ui/ux, time management, problem solving, prototyping, design","Experienced designer with 4 years working with critical thinking, ui/ux, time management",designer,1
CAND_0045,0,high_school,"critical thinking, linux, communication, windows, problem solving","Experienced system administrator with 0 years working with critical thinking, linux, communication",system_administrator,1
CAND_0046,1,bachelor,"python, communication, excel, data visualization, machine learning, r, sql","Experienced data analyst with 1 years working with python, communication, excel",data_analyst,1
CAND_0047,7,high_school,"adaptability, react, creativity","Experienced frontend developer with 7 years working with adaptability, react, creativity",frontend_developer,0
CAND_0048,8,high_school,"pandas, time management, excel, problem solving, teamwork, powerbi, sql","Experienced data analyst with 8 years working with pandas, time management, excel",data_analyst,1
CAND_0049,6,master,"adaptability, communication, adobe creative suite, teamwork, html, css","Experienced designer with 6 years working with adaptability, communication, adobe creative suite",designer,0
CAND_0050,4,high_school,"communication, statistics, excel, data visualization, machine learning, leadership, sql","Experienced data analyst with 4 years working with communication, statistics, excel",data_analyst,1
CAND_0051,2,master,"html, adaptability, mongodb, php, javascript, angular, css","Experienced web developer with 2 years working with html, adaptability, mongodb",web_developer,1
CAND_0052,0,associate,"linux, docker, problem solving, azure, monitoring, prometheus, aws","Experienced devops engineer with 0 years working with linux, docker, problem solving",devops_engineer,1
CAND_0053,1,bachelor,"linux, windows, bash, security, networking, teamwork","Experienced system administrator with 1 years working with linux, windows, bash",system_administrator,1
CAND_0054,10,master,"python, time management, data analysis, excel, tableau, problem solving, teamwork, reporting","Experienced analyst with 10 years working with python, time management, data analysis",analyst,1
CAND_0055,5,bachelor,"content writing, communication, content strategy, creativity, analytics, leadership, problem solving, video editing","Experienced content creator with 5 years working with content writing, communication, content strategy",content_creator,1
CAND_0056,0,high_school,"communication, teamwork, mongodb, php, angular","Experienced web developer with 0 years working with communication, teamwork, mongodb",web_developer,0
CAND_0057,5,master,"python, communication, time management, c#, git, agile","Experienced software developer with 5 years working with python, communication, time management",software_developer,0
CAND_0058,2,high_school,"critical thinking, illustrator, indesign, adobe creative suite, creativity, photoshop, problem solving, design","Experienced graphic designer with 2 years working with critical thinking, illustrator, indesign",graphic_designer,1
CAND_0059,1,bachelor,"digital marketing, communication, email marketing, sem, time management, teamwork","Experienced digital marketer with 1 years working with digital marketing, communication, email marketing",digital_marketer,1
CAND_0060,9,phd,"swift, java, time management, creativity, firebase, leadership","Experienced mobile developer with 9 years working with swift, java, time management",mobile_developer,0
CAND_0061,7,high_school,"creativity, react, postgresql, javascript, html, css, aws, sql","Experienced fullstack developer with 7 years working with creativity, react, postgresql",fullstack_developer,1
CAND_0062,2,phd,"critical thinking, python, java, time management, programming, agile","Experienced software developer with 2 years working with critical thinking, python, java",software_developer,1
CAND_0063,1,associate,"critical thinking, adaptability, testing, quality assurance, selenium, bug tracking","Experienced qa engineer with 1 years working with critical thinking, adaptability, testing",qa_engineer,1
CAND_0064,1,high_school,"testing, creativity, leadership, teamwork, quality assurance, selenium, security testing, ci/cd, automation testing","Experienced qa engineer with 1 years working with testing, creativity, leadership",qa_engineer,1
CAND_0065,1,bachelor,"python, time management, data visualization, tableau, machine learning, leadership, powerbi","Experienced data analyst with 1 years working with python, time management, data visualization",data_analyst,0
CAND_0066,3,associate,"problem solving, typescript","Experienced web developer with 3 years working with problem solving, typescript",web_developer,0
CAND_0067,1,master,"critical thinking, time management, excel, problem solving, powerbi, r, process modeling, sql","Experienced business analyst with 1 years working with critical thinking, time management, excel",business_analyst,1
CAND_0068,4,associate,"mobile, time management, app store","Experienced mobile developer with 4 years working with mobile, time management, app store",mobile_developer,1
CAND_0069,10,phd,"ui/ux, problem solving, prototyping, wireframing, design, figma","Experienced ui ux designer with 10 years working with ui/ux, problem solving, prototyping",ui_ux_designer,1
CAND_0070,6,bachelor,"digital marketing, communication","Experienced digital marketer with 6 years working with digital marketing, communication",digital_marketer,1
CAND_0071,10,master,"adaptability, react, vue, javascript, html, css, figma","Experienced frontend developer with 10 years working with adaptability, react, vue",frontend_developer,1
CAND_0072,9,bachelor,"time management, monitoring, leadership, creativity","Experienced system administrator with 9 years working with time management, monitoring, leadership",system_administrator,0
CAND_0073,10,bachelor,"creativity, technical skills","Experienced product manager with 10 years working with creativity, technical skills",product_manager,0
CAND_0074,7,high_school,"graphic design, content writing, communication","Experienced content creator with 7 years working with graphic design, content writing, communication",content_creator,1
CAND_0075,1,bachelor,"communication, testing, creativity, leadership, agile","Experienced developer with 1 years working with communication, testing, creativity",developer,0
CAND_0076,8,high_school,"adaptability, time management, a/b testing","Experienced product manager with 8 years working with adaptability, time management, a/b testing",product_manager,0
CAND_0077,4,phd,"problem solving, leadership","Experienced business analyst with 4 years working with problem solving, leadership",business_analyst,0
CAND_0078,8,associate,"creativity, excel, business intelligence, sql","Experienced business analyst with 8 years working with creativity, excel, business intelligence",business_analyst,1
CAND_0079,0,master,"adaptability, communication, responsive design, react, webpack, vue, teamwork, javascript, html, css, figma","Experienced frontend developer with 0 years working with adaptability, communication, responsive design",frontend_developer,1
CAND_0080,11,associate,"linux, docker, time management, ansible, leadership","Experienced devops engineer with 11 years working with linux, docker, time management",devops_engineer,1
CAND_0081,5,phd,"communication, user research, analytics, teamwork, product management, wireframing","Experienced product manager with 5 years working with communication, user research, analytics",product_manager,1
CAND_0082,0,high_school,"python, pandas, statistics, excel, data visualization, problem solving, leadership, sql","Experienced data analyst with 0 years working with python, pandas, statistics",data_analyst,1
CAND_0083,1,phd,"critical thinking, teamwork, javascript, html, css, sass","Experienced frontend developer with 1 years working with critical thinking, teamwork, javascript",frontend_developer,1
CAND_0084,9,phd,"critical thinking, react native, communication, google play, kotlin, problem solving, app store","Experienced mobile developer with 9 years working with critical thinking, react native, communication",mobile_developer,0
CAND_0085,6,associate,creativity,Experienced fullstack developer with 6 years working with creativity,fullstack_developer,0
CAND_0086,8,associate,"critical thinking, adaptability, agile, project management","Experienced project manager with 8 years working with critical thinking, adaptability, agile",project_manager,1
CAND_0087,9,bachelor,"statistics, communication","Experienced data scientist with 9 years working with statistics, communication",data_scientist,0
CAND_0088,4,high_school,"time management, creativity, excel, machine learning, sql","Experienced data analyst with 4 years working with time management, creativity, excel",data_analyst,1
CAND_0089,4,bachelor,"critical thinking, content writing, communication, content strategy, creativity, problem solving, wordpress, social media","Experienced content creator with 4 years working with critical thinking, content writing, communication",content_creator,1
CAND_0090,10,high_school,"critical thinking, communication, project management, stakeholder management, leadership, agile, confluence","Experienced project manager with 10 years working with critical thinking, communication, project management",project_manager,1
CAND_0091,4,master,"digital marketing, seo, time management, creativity, analytics, facebook ads, problem solving, social media","Experienced digital marketer with 4 years working with digital marketing, seo, time management",digital_marketer,1
CAND_0092,6,bachelor,"problem solving, ci/cd, api testing","Experienced qa engineer with 6 years working with problem solving, ci/cd, api testing",qa_engineer,0
CAND_0093,2,associate,"critical thinking, time management, git, programming","Experienced software developer with 2 years working with critical thinking, time management, git",software_developer,1
CAND_0094,6,high_school,"communication, creativity, security, powershell, vmware","Experienced system administrator with 6 years working with communication, creativity, security",system_administrator,0
CAND_0095,10,bachelor,"adaptability, communication, requirements analysis, tableau, teamwork, powerbi","Experienced business analyst with 10 years working with adaptability, communication, requirements analysis",business_analyst,0
CAND_0096,6,associate,"python, adaptability, time management, tableau, teamwork","Experienced analyst with 6 years working with python, adaptability, time management",analyst,0
CAND_0097,0,phd,"problem solving, css","Experienced designer with 0 years working with problem solving, css",designer,0
CAND_0098,0,associate,"r, communication, data visualization","Experienced data analyst with 0 years working with r, communication, data visualization",data_analyst,0
CAND_0099,5,phd,"critical thinking, pandas, statistics, excel, data visualization, teamwork, sql","Experienced data analyst with 5 years working with critical thinking, pandas, statistics",data_analyst,1
CAND_0100,0,high_school,"communication, time management, statistics, data visualization, tableau, machine learning, problem solving, r","Experienced data analyst with 0 years working with communication, time management, statistics",data_analyst,0
CAND_0101,9,bachelor,critical thinking,Experienced data scientist with 9 years working with critical thinking,data_scientist,0
CAND_0102,0,phd,"creativity, performance testing","Experienced qa engineer with 0 years working with creativity, performance testing",qa_engineer,0
CAND_0103,9,associate,"communication, security, networking, problem solving, teamwork, vmware","Experienced system administrator with 9 years working with communication, security, networking",system_administrator,0
CAND_0104,0,phd,"critical thinking, adaptability, git, programming","Experienced software developer with 0 years working with critical thinking, adaptability, git",software_developer,1
CAND_0105,4,phd,"time management, webpack","Experienced web developer with 4 years working with time management, webpack",web_developer,0
CAND_0106,6,bachelor,"python, adaptability, kubernetes, creativity, problem solving, azure","Experienced backend developer with 6 years working with python, adaptability, kubernetes",backend_developer,0
CAND_0107,8,high_school,"communication, time management, problem solving, prototyping, design","Experienced designer with 8 years working with communication, time management, problem solving",designer,1
CAND_0108,8,associate,"critical thinking, communication, excel, leadership, sql","Experienced business analyst with 8 years working with critical thinking, communication, excel",business_analyst,1
CAND_0109,0,phd,"print design, adaptability, leadership, typography","Experienced graphic designer with 0 years working with print design, adaptability, leadership",graphic_designer,0
CAND_0110,3,associate,"seo, communication, creativity, leadership, social media","Experienced digital marketer with 3 years working with seo, communication, creativity",digital_marketer,0
CAND_0111,12,master,"problem solving, product management, communication, roadmap planning","Experienced product manager with 12 years working with problem solving, product management, communication",product_manager,1
CAND_0112,8,associate,"critical thinking, adaptability, mobile, creativity, firebase, kotlin","Experienced mobile developer with 8 years working with critical thinking, adaptability, mobile",mobile_developer,1
CAND_0113,1,bachelor,"critical thinking, leadership, creativity, performance testing","Experienced qa engineer with 1 years working with critical thinking, leadership, creativity",qa_engineer,0
CAND_0114,7,phd,"critical thinking, communication, data visualization, machine learning, r","Experienced data analyst with 7 years working with critical thinking, communication, data visualization",data_analyst,0
CAND_0115,5,high_school,"digital marketing, adaptability, email marketing, teamwork, social media","Experienced digital marketer with 5 years working with digital marketing, adaptability, email marketing",digital_marketer,1
CAND_0116,3,master,"adaptability, api, problem solving, php, nodejs, sql","Experienced backend developer with 3 years working with adaptability, api, problem solving",backend_developer,1
CAND_0117,10,high_school,"communication, copywriting, content strategy, problem solving, teamwork, wordpress, social media","Experienced content creator with 10 years working with communication, copywriting, content strategy",content_creator,0
CAND_0118,5,associate,"problem solving, leadership, prototyping","Experienced designer with 5 years working with problem solving, leadership, prototyping",designer,0
CAND_0119,0,high_school,"python, communication, statistics, excel, tableau, machine learning, problem solving, teamwork, sql","Experienced data analyst with 0 years working with python, communication, statistics",data_analyst,1
CAND_0120,6,associate,"seo, adaptability, leadership, teamwork, video editing","Experienced content creator with 6 years working with seo, adaptability, leadership",content_creator,0
CAND_0121,4,associate,teamwork,Experienced data analyst with 4 years working with teamwork,data_analyst,0
CAND_0122,0,phd,"mobile, creativity, communication","Experienced mobile developer with 0 years working with mobile, creativity, communication",mobile_developer,1
CAND_0123,7,bachelor,"teamwork, time management, linux, windows","Experienced system administrator with 7 years working with teamwork, time management, linux",system_administrator,1
CAND_0124,1,bachelor,"swift, java, mobile, creativity, flutter","Experienced mobile developer with 1 years working with swift, java, mobile",mobile_developer,1
CAND_0125,6,phd,"communication, excel, leadership, agile, sql","Experienced business analyst with 6 years working with communication, excel, leadership",business_analyst,1
CAND_0126,11,associate,communication,Experienced data scientist with 11 years working with communication,data_scientist,0
CAND_0127,2,high_school,creativity,Experienced project manager with 2 years working with creativity,project_manager,0
CAND_0128,3,master,"communication, kubernetes, creativity, jenkins, teamwork, terraform, prometheus, aws","Experienced devops engineer with 3 years working with communication, kubernetes, creativity",devops_engineer,0
CAND_0129,8,high_school,"teamwork, webpack, sass, communication","Experienced frontend developer with 8 years working with teamwork, webpack, sass",frontend_developer,0
CAND_0130,2,bachelor,"critical thinking, creativity, javascript, html, css, sql","Experienced fullstack developer with 2 years working with critical thinking, creativity, javascript",fullstack_developer,1
CAND_0131,9,associate,"digital marketing, seo, sem, creativity, social media, content marketing","Experienced digital marketer with 9 years working with digital marketing, seo, sem",digital_marketer,1
CAND_0132,2,high_school,"communication, technical skills, analytics, teamwork, product management, agile","Experienced product manager with 2 years working with communication, technical skills, analytics",product_manager,1
CAND_0133,0,associate,"critical thinking, docker, time management, react, teamwork","Experienced fullstack developer with 0 years working with critical thinking, docker, time management",fullstack_developer,0
CAND_0134,5,master,"photoshop, time management, illustrator","Experienced graphic designer with 5 years working with photoshop, time management, illustrator",graphic_designer,0
CAND_0135,11,phd,"critical thinking, python, time management, creativity, javascript, html, css, sql","Experienced fullstack developer with 11 years working with critical thinking, python, time management",fullstack_developer,1
CAND_0136,2,high_school,"digital marketing, problem solving, content marketing","Experienced digital marketer with 2 years working with digital marketing, problem solving, content marketing",digital_marketer,1
CAND_0137,0,bachelor,"communication, security, networking, problem solving, powershell, active directory","Experienced system administrator with 0 years working with communication, security, networking",system_administrator,0
CAND_0138,5,high_school,"adaptability, communication, react, javascript, html, angular, css, nodejs","Experienced web developer with 5 years working with adaptability, communication, react",web_developer,1
CAND_0139,8,phd,"critical thinking, google ads","Experienced digital marketer with 8 years working with critical thinking, google ads",digital_marketer,0
CAND_0140,1,phd,"content writing, communication, time management, creativity, problem solving, wordpress, social media, video editing","Experienced content creator with 1 years working with content writing, communication, time management",content_creator,1
CAND_0141,1,phd,"api testing, leadership, teamwork, selenium, ci/cd, bug tracking","Experienced qa engineer with 1 years working with api testing, leadership, teamwork",qa_engineer,0
CAND_0142,3,associate,"linux, docker, creativity, ansible, teamwork, terraform","Experienced devops engineer with 3 years working with linux, docker, creativity",devops_engineer,1
CAND_0143,9,master,"ui/ux, adobe creative suite, problem solving, teamwork, prototyping, design","Experienced designer with 9 years working with ui/ux, adobe creative suite, problem solving",designer,1
CAND_0144,10,bachelor,"linux, adaptability, communication, windows, bash, vmware, networking, powershell, monitoring","Experienced system administrator with 10 years working with linux, adaptability, communication",system_administrator,1
CAND_0145,1,phd,"digital marketing, seo, email marketing, time management, analytics, social media","Experienced digital marketer with 1 years working with digital marketing, seo, email marketing",digital_marketer,1
CAND_0146,3,high_school,problem solving,Experienced fullstack developer with 3 years working with problem solving,fullstack_developer,0
CAND_0147,1,high_school,"communication, creativity, typescript, vue, sass","Experienced frontend developer with 1 years working with communication, creativity, typescript",frontend_developer,0
CAND_0148,9,phd,"critical thinking, communication, analytics, teamwork, product management, agile, sql","Experienced product manager with 9 years working with critical thinking, communication, analytics",product_manager,1
CAND_0149,11,bachelor,"communication, technical skills, time management, leadership, sql","Experienced product manager with 11 years working with communication, technical skills, time management",product_manager,0
CAND_0150,8,master,"communication, adobe creative suite, problem solving, prototyping, wireframing, sketch, css","Experienced ui ux designer with 8 years working with communication, adobe creative suite, problem solving",ui_ux_designer,0
CAND_0151,3,phd,"statistics, communication","Experienced data analyst with 3 years working with statistics, communication",data_analyst,0
CAND_0152,9,master,"sem, critical thinking, facebook ads, communication","Experienced digital marketer with 9 years working with sem, critical thinking, facebook ads",digital_marketer,0
CAND_0153,1,master,"leadership, adaptability, react","Experienced frontend developer with 1 years working with leadership, adaptability, react",frontend_developer,0
CAND_0154,1,high_school,"python, excel, leadership, sql","Experienced data analyst with 1 years working with python, excel, leadership",data_analyst,1
CAND_0155,0,high_school,"adaptability, performance testing, leadership, security testing, automation testing, bug tracking","Experienced qa engineer with 0 years working with adaptability, performance testing, leadership",qa_engineer,0
CAND_0156,9,phd,"r, adaptability, excel, sql","Experienced business analyst with 9 years working with r, adaptability, excel",business_analyst,1
CAND_0157,6,master,"time management, excel, machine learning, powerbi, sql","Experienced data analyst with 6 years working with time management, excel, machine learning",data_analyst,1
CAND_0158,0,master,"python, requirements analysis, excel, problem solving, teamwork, leadership, powerbi, r, sql","Experienced business analyst with 0 years working with python, requirements analysis, excel",business_analyst,1
CAND_0159,8,master,"adaptability, mobile, creativity, kotlin, problem solving, flutter, app store","Experienced mobile developer with 8 years working with adaptability, mobile, creativity",mobile_developer,1
CAND_0160,0,phd,"react native, java, google play, teamwork, flutter","Experienced mobile developer with 0 years working with react native, java, google play",mobile_developer,0
CAND_0161,1,bachelor,"critical thinking, swift, java, time management, firebase, flutter, app store","Experienced mobile developer with 1 years working with critical thinking, swift, java",mobile_developer,0
CAND_0162,1,master,"python, adaptability, java, docker, time management","Experienced software developer with 1 years working with python, adaptability, java",software_developer,0
CAND_0163,1,high_school,"api, docker, teamwork, nodejs, sql","Experienced backend developer with 1 years working with api, docker, teamwork",backend_developer,1
CAND_0164,0,bachelor,"microservices, teamwork","Experienced backend developer with 0 years working with microservices, teamwork",backend_developer,0
CAND_0165,9,phd,"communication, problem solving, teamwork, microservices, nodejs","Experienced fullstack developer with 9 years working with communication, problem solving, teamwork",fullstack_developer,0
CAND_0166,2,master,"numpy, critical thinking, communication, statistics, problem solving, tensorflow, scipy","Experienced data scientist with 2 years working with numpy, critical thinking, communication",data_scientist,0
CAND_0167,4,master,"time management, mongodb, javascript, html, css, postgresql","Experienced web developer with 4 years working with time management, mongodb, javascript",web_developer,1
CAND_0168,6,high_school,"adaptability, time management, analytics, facebook ads, problem solving, google ads","Experienced digital marketer with 6 years working with adaptability, time management, analytics",digital_marketer,0
CAND_0169,7,phd,"adaptability, excel, agile, r, sql","Experienced business analyst with 7 years working with adaptability, excel, agile",business_analyst,1
CAND_0170,10,master,"react native, mobile, firebase, kotlin, leadership, teamwork, push notifications, flutter","Experienced mobile developer with 10 years working with react native, mobile, firebase",mobile_developer,1
CAND_0171,7,master,"critical thinking, docker, time management, teamwork, javascript, html, css, sql","Experienced fullstack developer with 7 years working with critical thinking, docker, time management",fullstack_developer,1
CAND_0172,4,master,"adaptability, communication, vue, leadership, javascript, html, angular, css, figma","Experienced frontend developer with 4 years working with adaptability, communication, vue",frontend_developer,1
CAND_0173,8,bachelor,"critical thinking, linux, docker, problem solving, leadership","Experienced devops engineer with 8 years working with critical thinking, linux, docker",devops_engineer,1
CAND_0174,4,high_school,"indesign, communication, adobe creative suite, branding, photoshop, design","Experienced graphic designer with 4 years working with indesign, communication, adobe creative suite",graphic_designer,1
CAND_0175,1,phd,"illustrator, indesign, adobe creative suite, color theory, creativity, branding, print design, design","Experienced graphic designer with 1 years working with illustrator, indesign, adobe creative suite",graphic_designer,1
CAND_0176,1,high_school,"time management, user research, communication, roadmap planning","Experienced product manager with 1 years working with time management, user research, communication",product_manager,0
CAND_0177,6,phd,"leadership, creativity, illustrator, indesign","Experienced graphic designer with 6 years working with leadership, creativity, illustrator",graphic_designer,0
CAND_0178,2,bachelor,"communication, creativity, teamwork, javascript, html, css","Experienced web developer with 2 years working with communication, creativity, teamwork",web_developer,1
CAND_0179,0,high_school,"python, java, time management, c#, agile, ci/cd","Experienced software developer with 0 years working with python, java, time management",software_developer,0
CAND_0180,7,master,"critical thinking, kubernetes, ansible, teamwork, monitoring, aws","Experienced devops engineer with 7 years working with critical thinking, kubernetes, ansible",devops_engineer,0
CAND_0181,9,phd,"hadoop, teamwork, communication, pytorch","Experienced data scientist with 9 years working with hadoop, teamwork, communication",data_scientist,0
CAND_0182,1,phd,"photoshop, critical thinking, indesign, leadership","Experienced graphic designer with 1 years working with photoshop, critical thinking, indesign",graphic_designer,0
CAND_0183,8,bachelor,"creativity, excel, powerbi, r, sql","Experienced data analyst with 8 years working with creativity, excel, powerbi",data_analyst,1
CAND_0184,3,associate,"communication, technical skills, roadmap planning, analytics, teamwork, product management, agile","Experienced product manager with 3 years working with communication, technical skills, roadmap planning",product_manager,1
CAND_0185,8,associate,"critical thinking, time management, java, programming","Experienced software developer with 8 years working with critical thinking, time management, java",software_developer,1
CAND_0186,9,phd,"creativity, firebase, leadership, teamwork, app store","Experienced mobile developer with 9 years working with creativity, firebase, leadership",mobile_developer,0
CAND_0187,0,associate,"python, adaptability, problem solving, teamwork, sql","Experienced data scientist with 0 years working with python, adaptability, problem solving",data_scientist,1
CAND_0188,0,phd,"critical thinking, ui/ux, adobe creative suite, user research, teamwork, html, design, sketch","Experienced ui ux designer with 0 years working with critical thinking, ui/ux, adobe creative suite",ui_ux_designer,1
CAND_0189,4,associate,"creativity, quality assurance, performance testing, testing","Experienced qa engineer with 4 years working with creativity, quality assurance, performance testing",qa_engineer,1
CAND_0190,5,master,"problem solving, python, adaptability","Experienced backend developer with 5 years working with problem solving, python, adaptability",backend_developer,0
CAND_0191,6,high_school,"problem solving, api, c#, sql","Experienced backend developer with 6 years working with problem solving, api, c#",backend_developer,1
CAND_0192,1,master,"teamwork, time management, adaptability, project management","Experienced project manager with 1 years working with teamwork, time management, adaptability",project_manager,1
CAND_0193,5,master,"python, testing, java, programming, teamwork, agile, sql","Experienced developer with 5 years working with python, testing, java",developer,1
CAND_0194,1,master,"react native, swift, java, mobile, creativity, teamwork","Experienced mobile developer with 1 years working with react native, swift, java",mobile_developer,1
CAND_0195,9,associate,"critical thinking, creativity, leadership, prototyping, sketch","Experienced ui ux designer with 9 years working with critical thinking, creativity, leadership",ui_ux_designer,0
CAND_0196,2,associate,"content writing, communication, time management, creativity, problem solving, wordpress","Experienced content creator with 2 years working with content writing, communication, time management",content_creator,1
CAND_0197,6,associate,"adaptability, api, communication, creativity, go, sql","Experienced backend developer with 6 years working with adaptability, api, communication",backend_developer,1
CAND_0198,9,bachelor,"leadership, communication, confluence","Experienced project manager with 9 years working with leadership, communication, confluence",project_manager,0
CAND_0199,5,associate,"python, pandas, creativity, tableau, machine learning, leadership, teamwork, powerbi","Experienced data analyst with 5 years working with python, pandas, creativity",data_analyst,0
CAND_0200,10,master,"ui/ux, adobe creative suite, time management, teamwork, html, design, sketch, css, figma","Experienced ui ux designer with 10 years working with ui/ux, adobe creative suite, time management",ui_ux_designer,1
CAND_0201,0,associate,"leadership, agile, tableau","Experienced business analyst with 0 years working with leadership, agile, tableau",business_analyst,0
