candidate_id,years_experience,education_level,skills,experience_description,position_applied,suitable
CAND_0028,16,high_school,"git, statistics, python, kubernetes, project management, teamwork, agile","Worked as consultant for 16 years with expertise in git, statistics, python",consultant,1
CAND_0029,3,bachelor,"leadership, sql, linux, react, project management, scrum, communication, nodejs","Worked as data_scientist for 3 years with expertise in leadership, sql, linux",data_scientist,1
CAND_0030,0,high_school,"linux, sql, communication, leadership, aws, statistics, azure, nodejs","Worked as analyst for 0 years with expertise in linux, sql, communication",analyst,0
CAND_0031,4,associate,"react, azure, leadership, machine learning","Worked as fresher for 4 years with expertise in react, azure, leadership",fresher,1
CAND_0032,2,bachelor,"excel, leadership, teamwork, docker, communication","Worked as analyst for 2 years with expertise in excel, leadership, teamwork",analyst,0
CAND_0033,14,bachelor,"azure, react, project management, kubernetes, statistics, nodejs, teamwork, excel","Worked as manager for 14 years with expertise in azure, react, project management",manager,1
CAND_0034,5,phd,"machine learning, leadership, java, teamwork, kubernetes, project management","Worked as analyst for 5 years with expertise in machine learning, leadership, java",analyst,1
CAND_0035,18,bachelor,"docker, sql, communication, excel, javascript, linux","Worked as consultant for 18 years with expertise in docker, sql, communication",consultant,1
CAND_0036,3,high_school,"sql, git","Worked as junior_developer for 3 years with expertise in sql, git",junior_developer,1
CAND_0037,5,bachelor,"communication, scrum, data analysis, git, react, java, excel, aws","Worked as manager for 5 years with expertise in communication, scrum, data analysis",manager,1
CAND_0038,14,high_school,"kubernetes, react, communication","Worked as manager for 14 years with expertise in kubernetes, react, communication",manager,1
CAND_0039,8,bachelor,"statistics, project management, agile, azure, teamwork, scrum, nodejs, leadership","Worked as manager for 8 years with expertise in statistics, project management, agile",manager,1
CAND_0040,12,master,"kubernetes, scrum, teamwork, communication, project management, java, docker","Worked as consultant for 12 years with expertise in kubernetes, scrum, teamwork",consultant,1
CAND_0041,11,associate,"azure, kubernetes, leadership","Worked as junior_developer for 11 years with expertise in azure, kubernetes, leadership",junior_developer,1
CAND_0042,10,high_school,"sql, project management, linux, azure, java","Worked as analyst for 10 years with expertise in sql, project management, linux",analyst,1
CAND_0043,9,high_school,"docker, react, sql, leadership, linux, nodejs, javascript, agile","Worked as analyst for 9 years with expertise in docker, react, sql",analyst,1
CAND_0044,9,master,"docker, excel, javascript, teamwork, aws","Worked as developer for 9 years with expertise in docker, excel, javascript",developer,1
CAND_0045,7,phd,"excel, python, project management, nodejs, javascript","Worked as designer for 7 years with expertise in excel, python, project management",designer,1
CAND_0046,7,associate,"linux, scrum","Worked as intern for 7 years with expertise in linux, scrum",intern,1
CAND_0047,13,high_school,"docker, azure, git, leadership","Worked as data_scientist for 13 years with expertise in docker, azure, git",data_scientist,1
CAND_0048,2,master,"agile, leadership, git","Worked as intern for 2 years with expertise in agile, leadership, git",intern,1
CAND_0049,10,associate,"git, java, sql, nodejs, kubernetes, machine learning","Worked as analyst for 10 years with expertise in git, java, sql",analyst,1
CAND_0050,15,bachelor,"react, nodejs","Worked as analyst for 15 years with expertise in react, nodejs",analyst,1
CAND_0051,0,master,"project management, react, kubernetes, agile, sql, leadership, teamwork, data analysis","Worked as analyst for 0 years with expertise in project management, react, kubernetes",analyst,0
CAND_0052,13,associate,"teamwork, nodejs, kubernetes","Worked as senior_developer for 13 years with expertise in teamwork, nodejs, kubernetes",senior_developer,1
CAND_0053,8,associate,"data analysis, scrum, sql, react, docker","Worked as consultant for 8 years with expertise in data analysis, scrum, sql",consultant,1
CAND_0054,12,associate,"nodejs, linux, kubernetes, javascript, communication, excel","Worked as senior_developer for 12 years with expertise in nodejs, linux, kubernetes",senior_developer,1
CAND_0055,5,bachelor,"communication, react, linux","Worked as junior_developer for 5 years with expertise in communication, react, linux",junior_developer,1
CAND_0056,7,bachelor,"teamwork, git","Worked as designer for 7 years with expertise in teamwork, git",designer,1
CAND_0057,8,associate,"kubernetes, scrum, data analysis, docker, aws, git","Worked as analyst for 8 years with expertise in kubernetes, scrum, data analysis",analyst,1
CAND_0058,11,bachelor,"statistics, sql, git, react, java, scrum","Worked as developer for 11 years with expertise in statistics, sql, git",developer,1
CAND_0059,8,phd,"python, docker, react, nodejs, sql, data analysis, excel, statistics","Worked as fresher for 8 years with expertise in python, docker, react",fresher,1
CAND_0060,9,high_school,"git, aws, linux, agile","Worked as junior_developer for 9 years with expertise in git, aws, linux",junior_developer,0
CAND_0061,15,phd,"agile, aws, data analysis, linux, azure","Worked as fresher for 15 years with expertise in agile, aws, data analysis",fresher,1
CAND_0062,6,master,"data analysis, react","Worked as consultant for 6 years with expertise in data analysis, react",consultant,1
CAND_0063,4,bachelor,"azure, excel, leadership, scrum, nodejs, aws, teamwork, python","Worked as data_scientist for 4 years with expertise in azure, excel, leadership",data_scientist,1
CAND_0064,5,phd,"scrum, project management, kubernetes, sql, linux, docker, nodejs","Worked as consultant for 5 years with expertise in scrum, project management, kubernetes",consultant,1
CAND_0065,1,bachelor,"kubernetes, docker, scrum, python","Worked as intern for 1 years with expertise in kubernetes, docker, scrum",intern,1
CAND_0066,5,phd,"azure, project management, kubernetes, machine learning, teamwork, nodejs","Worked as consultant for 5 years with expertise in azure, project management, kubernetes",consultant,1
CAND_0067,10,phd,"azure, python, kubernetes, communication, statistics, java","Worked as intern for 10 years with expertise in azure, python, kubernetes",intern,1
CAND_0068,11,associate,"python, aws","Worked as developer for 11 years with expertise in python, aws",developer,1
CAND_0069,16,master,"teamwork, azure","Worked as data_scientist for 16 years with expertise in teamwork, azure",data_scientist,1
CAND_0070,1,associate,"communication, scrum","Worked as designer for 1 years with expertise in communication, scrum",designer,1
CAND_0071,4,bachelor,"kubernetes, leadership, nodejs, statistics, project management, agile, scrum","Worked as designer for 4 years with expertise in kubernetes, leadership, nodejs",designer,1
CAND_0072,14,bachelor,"communication, git, java, docker, machine learning","Worked as analyst for 14 years with expertise in communication, git, java",analyst,1
CAND_0073,7,bachelor,"machine learning, leadership, java, agile, sql, project management","Worked as developer for 7 years with expertise in machine learning, leadership, java",developer,1
CAND_0074,14,master,"kubernetes, nodejs","Worked as designer for 14 years with expertise in kubernetes, nodejs",designer,1
CAND_0075,9,master,"python, machine learning, leadership, azure","Worked as developer for 9 years with expertise in python, machine learning, leadership",developer,1
CAND_0076,2,high_school,"excel, python, data analysis, teamwork, java, git, kubernetes","Worked as fresher for 2 years with expertise in excel, python, data analysis",fresher,1
CAND_0077,4,high_school,"linux, statistics, java, teamwork, data analysis","Worked as manager for 4 years with expertise in linux, statistics, java",manager,1
CAND_0078,18,high_school,"kubernetes, teamwork, python","Worked as designer for 18 years with expertise in kubernetes, teamwork, python",designer,1
CAND_0079,0,bachelor,"react, linux, scrum, javascript, statistics","Worked as fresher for 0 years with expertise in react, linux, scrum",fresher,1
CAND_0080,1,bachelor,"java, project management, statistics, linux, scrum, git","Worked as consultant for 1 years with expertise in java, project management, statistics",consultant,1
CAND_0081,19,master,"javascript, docker, project management, leadership","Worked as intern for 19 years with expertise in javascript, docker, project management",intern,1
CAND_0082,0,bachelor,"data analysis, aws, project management, git, javascript, linux","Worked as data_scientist for 0 years with expertise in data analysis, aws, project management",data_scientist,0
CAND_0083,5,master,"teamwork, sql, git, javascript, nodejs, kubernetes, statistics","Worked as senior_developer for 5 years with expertise in teamwork, sql, git",senior_developer,1
CAND_0084,17,associate,"git, react, azure","Worked as developer for 17 years with expertise in git, react, azure",developer,0
CAND_0085,5,high_school,"project management, scrum","Worked as developer for 5 years with expertise in project management, scrum",developer,0
CAND_0086,10,high_school,"docker, azure, agile, communication, java, data analysis, sql","Worked as junior_developer for 10 years with expertise in docker, azure, agile",junior_developer,1
CAND_0087,13,associate,"python, kubernetes, git, agile, statistics, linux, sql","Worked as analyst for 13 years with expertise in python, kubernetes, git",analyst,1
CAND_0088,13,associate,"nodejs, leadership, project management, python, agile, teamwork, docker, communication","Worked as consultant for 13 years with expertise in nodejs, leadership, project management",consultant,1
CAND_0089,2,associate,"javascript, teamwork, data analysis, linux, excel, git, machine learning","Worked as designer for 2 years with expertise in javascript, teamwork, data analysis",designer,1
CAND_0090,0,master,"linux, data analysis, project management, nodejs, sql, machine learning","Worked as junior_developer for 0 years with expertise in linux, data analysis, project management",junior_developer,1
CAND_0091,6,associate,"communication, docker, linux","Worked as intern for 6 years with expertise in communication, docker, linux",intern,1
CAND_0092,10,associate,"react, azure, machine learning, statistics, nodejs, agile, aws","Worked as intern for 10 years with expertise in react, azure, machine learning",intern,1
CAND_0093,6,phd,"azure, scrum, aws, docker, leadership, kubernetes","Worked as designer for 6 years with expertise in azure, scrum, aws",designer,1
CAND_0094,2,associate,"azure, scrum, git, aws, linux","Worked as senior_developer for 2 years with expertise in azure, scrum, git",senior_developer,0
CAND_0095,12,master,"docker, kubernetes, javascript, git, teamwork, leadership, react","Worked as manager for 12 years with expertise in docker, kubernetes, javascript",manager,1
CAND_0096,12,associate,"statistics, docker, leadership, aws, linux, communication","Worked as intern for 12 years with expertise in statistics, docker, leadership",intern,1
CAND_0097,12,bachelor,"git, python, agile","Worked as junior_developer for 12 years with expertise in git, python, agile",junior_developer,1
CAND_0098,1,high_school,"project management, react","Worked as data_scientist for 1 years with expertise in project management, react",data_scientist,0
CAND_0099,12,master,"sql, excel, nodejs","Worked as designer for 12 years with expertise in sql, excel, nodejs",designer,1
CAND_0100,18,master,"teamwork, python, react, javascript, linux","Worked as developer for 18 years with expertise in teamwork, python, react",developer,1
CAND_0101,13,phd,"communication, linux, javascript, git, sql, agile","Worked as data_scientist for 13 years with expertise in communication, linux, javascript",data_scientist,1
CAND_0102,10,phd,"kubernetes, git, linux, react, nodejs, project management, agile, aws","Worked as designer for 10 years with expertise in kubernetes, git, linux",designer,1
CAND_0103,15,phd,"leadership, git, data analysis","Worked as developer for 15 years with expertise in leadership, git, data analysis",developer,1
CAND_0104,10,high_school,"python, aws, azure, git","Worked as manager for 10 years with expertise in python, aws, azure",manager,1
CAND_0105,15,master,"docker, machine learning, agile, azure, statistics, git, leadership, data analysis","Worked as developer for 15 years with expertise in docker, machine learning, agile",developer,1
CAND_0106,1,phd,"machine learning, linux, javascript, python, kubernetes, sql, data analysis, scrum","Worked as consultant for 1 years with expertise in machine learning, linux, javascript",consultant,1
CAND_0107,16,phd,"leadership, java, scrum","Worked as manager for 16 years with expertise in leadership, java, scrum",manager,1
CAND_0108,1,phd,"teamwork, java, statistics, excel, sql, kubernetes, project management, leadership","Worked as consultant for 1 years with expertise in teamwork, java, statistics",consultant,1
CAND_0109,4,associate,"data analysis, excel","Worked as fresher for 4 years with expertise in data analysis, excel",fresher,1
CAND_0110,19,master,"docker, leadership, python","Worked as data_scientist for 19 years with expertise in docker, leadership, python",data_scientist,1
CAND_0111,19,associate,"azure, java, agile, git, excel, statistics, react","Worked as junior_developer for 19 years with expertise in azure, java, agile",junior_developer,1
CAND_0112,19,master,"react, python, excel, statistics, teamwork, azure, sql","Worked as junior_developer for 19 years with expertise in react, python, excel",junior_developer,1
CAND_0113,16,high_school,"leadership, javascript, communication, nodejs, scrum, azure, machine learning, java","Worked as analyst for 16 years with expertise in leadership, javascript, communication",analyst,1
CAND_0114,2,phd,"teamwork, scrum, linux, project management, aws, communication, java","Worked as developer for 2 years with expertise in teamwork, scrum, linux",developer,0
CAND_0115,6,associate,"linux, python","Worked as manager for 6 years with expertise in linux, python",manager,1
CAND_0116,9,high_school,"nodejs, azure, aws, kubernetes, javascript","Worked as data_scientist for 9 years with expertise in nodejs, azure, aws",data_scientist,1
CAND_0117,6,phd,"aws, java, azure","Worked as fresher for 6 years with expertise in aws, java, azure",fresher,1
CAND_0118,3,associate,"communication, javascript, sql, azure, leadership, machine learning, linux, docker","Worked as intern for 3 years with expertise in communication, javascript, sql",intern,1
CAND_0119,1,associate,"kubernetes, docker, java, linux","Worked as analyst for 1 years with expertise in kubernetes, docker, java",analyst,0
CAND_0120,13,bachelor,"azure, react, machine learning","Worked as intern for 13 years with expertise in azure, react, machine learning",intern,1
CAND_0121,11,associate,"react, python, scrum, nodejs, azure","Worked as junior_developer for 11 years with expertise in react, python, scrum",junior_developer,1
CAND_0122,7,high_school,"nodejs, agile, git, java, docker, excel, scrum, leadership","Worked as developer for 7 years with expertise in nodejs, agile, git",developer,1
CAND_0123,3,master,"agile, kubernetes, project management","Worked as data_scientist for 3 years with expertise in agile, kubernetes, project management",data_scientist,1
CAND_0124,14,master,"react, linux, docker, git, machine learning, scrum","Worked as intern for 14 years with expertise in react, linux, docker",intern,1
CAND_0125,14,bachelor,"machine learning, docker","Worked as manager for 14 years with expertise in machine learning, docker",manager,1
CAND_0126,5,phd,"git, scrum","Worked as manager for 5 years with expertise in git, scrum",manager,1
CAND_0127,13,master,"scrum, statistics, docker, machine learning, sql, python, nodejs","Worked as consultant for 13 years with expertise in scrum, statistics, docker",consultant,1
CAND_0128,13,high_school,"leadership, java","Worked as senior_developer for 13 years with expertise in leadership, java",senior_developer,1
CAND_0129,8,master,"data analysis, leadership, agile, aws, sql","Worked as designer for 8 years with expertise in data analysis, leadership, agile",designer,1
CAND_0130,0,phd,"git, kubernetes, aws, leadership, react, machine learning","Worked as intern for 0 years with expertise in git, kubernetes, aws",intern,1
CAND_0131,18,master,"excel, git, machine learning, aws, kubernetes, scrum, leadership, data analysis","Worked as senior_developer for 18 years with expertise in excel, git, machine learning",senior_developer,1
CAND_0132,11,associate,"machine learning, java, project management, azure","Worked as junior_developer for 11 years with expertise in machine learning, java, project management",junior_developer,1
CAND_0133,6,phd,"sql, kubernetes","Worked as consultant for 6 years with expertise in sql, kubernetes",consultant,1
CAND_0134,12,phd,"java, teamwork, sql, agile, react","Worked as developer for 12 years with expertise in java, teamwork, sql",developer,1
CAND_0135,14,master,"kubernetes, teamwork, data analysis","Worked as analyst for 14 years with expertise in kubernetes, teamwork, data analysis",analyst,1
CAND_0136,18,bachelor,"linux, statistics, aws, azure, sql, nodejs, leadership","Worked as fresher for 18 years with expertise in linux, statistics, aws",fresher,1
CAND_0137,12,associate,"azure, linux, nodejs, communication, python, aws","Worked as consultant for 12 years with expertise in azure, linux, nodejs",consultant,1
CAND_0138,10,associate,"kubernetes, nodejs, aws, teamwork, data analysis, agile, leadership","Worked as intern for 10 years with expertise in kubernetes, nodejs, aws",intern,1
CAND_0139,16,phd,"excel, react, aws","Worked as junior_developer for 16 years with expertise in excel, react, aws",junior_developer,1
CAND_0140,18,associate,"communication, react, agile, azure","Worked as data_scientist for 18 years with expertise in communication, react, agile",data_scientist,1
CAND_0141,16,phd,"aws, nodejs, sql, python, linux","Worked as data_scientist for 16 years with expertise in aws, nodejs, sql",data_scientist,1
CAND_0142,11,phd,"teamwork, scrum, machine learning, project management, azure","Worked as senior_developer for 11 years with expertise in teamwork, scrum, machine learning",senior_developer,1
CAND_0143,7,master,"javascript, azure","Worked as consultant for 7 years with expertise in javascript, azure",consultant,1
CAND_0144,18,bachelor,"docker, git, scrum, aws, machine learning","Worked as fresher for 18 years with expertise in docker, git, scrum",fresher,1
CAND_0145,18,master,"kubernetes, java, sql, leadership, scrum, react","Worked as senior_developer for 18 years with expertise in kubernetes, java, sql",senior_developer,1
CAND_0146,17,phd,"project management, machine learning, sql, data analysis","Worked as data_scientist for 17 years with expertise in project management, machine learning, sql",data_scientist,1
CAND_0147,0,phd,"aws, azure, kubernetes, statistics, machine learning, docker","Worked as junior_developer for 0 years with expertise in aws, azure, kubernetes",junior_developer,0
CAND_0148,18,bachelor,"sql, machine learning, python","Worked as data_scientist for 18 years with expertise in sql, machine learning, python",data_scientist,1
CAND_0149,6,high_school,"python, teamwork","Worked as developer for 6 years with expertise in python, teamwork",developer,0
CAND_0150,3,phd,"machine learning, sql, docker","Worked as senior_developer for 3 years with expertise in machine learning, sql, docker",senior_developer,0
CAND_0151,8,phd,"scrum, project management, docker, leadership, machine learning, linux","Worked as intern for 8 years with expertise in scrum, project management, docker",intern,1
CAND_0152,0,master,"data analysis, excel, java, git, azure, project management, javascript, statistics","Worked as intern for 0 years with expertise in data analysis, excel, java",intern,1
CAND_0153,4,master,"react, data analysis, leadership, docker","Worked as intern for 4 years with expertise in react, data analysis, leadership",intern,1
CAND_0154,3,phd,"azure, scrum, aws, leadership, react, agile","Worked as senior_developer for 3 years with expertise in azure, scrum, aws",senior_developer,0
CAND_0155,12,high_school,"git, project management, teamwork, azure, scrum, javascript, linux","Worked as developer for 12 years with expertise in git, project management, teamwork",developer,1
CAND_0156,16,master,"project management, statistics, teamwork, agile, scrum","Worked as data_scientist for 16 years with expertise in project management, statistics, teamwork",data_scientist,1
CAND_0157,6,phd,"data analysis, statistics","Worked as intern for 6 years with expertise in data analysis, statistics",intern,1
CAND_0158,7,bachelor,"data analysis, kubernetes, react, scrum, python, azure","Worked as intern for 7 years with expertise in data analysis, kubernetes, react",intern,1
CAND_0159,11,associate,"java, machine learning, project management","Worked as intern for 11 years with expertise in java, machine learning, project management",intern,1
CAND_0160,13,associate,"agile, javascript","Worked as fresher for 13 years with expertise in agile, javascript",fresher,1
CAND_0161,12,bachelor,"scrum, project management, azure, machine learning, kubernetes, excel","Worked as data_scientist for 12 years with expertise in scrum, project management, azure",data_scientist,1
CAND_0162,10,phd,"kubernetes, azure, excel","Worked as intern for 10 years with expertise in kubernetes, azure, excel",intern,1
CAND_0163,3,high_school,"project management, docker","Worked as senior_developer for 3 years with expertise in project management, docker",senior_developer,0
CAND_0164,2,master,"communication, kubernetes, docker, excel, leadership","Worked as fresher for 2 years with expertise in communication, kubernetes, docker",fresher,1
CAND_0165,19,phd,"javascript, aws, git, sql, project management","Worked as analyst for 19 years with expertise in javascript, aws, git",analyst,1
CAND_0166,10,bachelor,"javascript, data analysis, react, python","Worked as consultant for 10 years with expertise in javascript, data analysis, react",consultant,1
CAND_0167,8,bachelor,"data analysis, scrum, agile, project management, azure, docker, leadership","Worked as senior_developer for 8 years with expertise in data analysis, scrum, agile",senior_developer,1
CAND_0168,19,phd,"docker, python, scrum, java, excel, agile, nodejs, aws","Worked as consultant for 19 years with expertise in docker, python, scrum",consultant,1
CAND_0169,3,high_school,"agile, java, docker, nodejs, javascript, python","Worked as consultant for 3 years with expertise in agile, java, docker",consultant,1
CAND_0170,9,bachelor,"java, docker, git, aws, javascript, communication, project management, kubernetes","Worked as analyst for 9 years with expertise in java, docker, git",analyst,1
CAND_0171,1,bachelor,"git, kubernetes","Worked as data_scientist for 1 years with expertise in git, kubernetes",data_scientist,0
CAND_0172,2,associate,"docker, machine learning, teamwork, linux, aws","Worked as designer for 2 years with expertise in docker, machine learning, teamwork",designer,1
CAND_0173,0,phd,"aws, scrum, agile, docker, machine learning, python","Worked as data_scientist for 0 years with expertise in aws, scrum, agile",data_scientist,0
CAND_0174,2,associate,"javascript, project management, teamwork, java","Worked as senior_developer for 2 years with expertise in javascript, project management, teamwork",senior_developer,0
CAND_0175,0,associate,"teamwork, leadership, linux, azure","Worked as intern for 0 years with expertise in teamwork, leadership, linux",intern,1
CAND_0176,9,high_school,"docker, azure, nodejs","Worked as intern for 9 years with expertise in docker, azure, nodejs",intern,1
CAND_0177,1,master,"kubernetes, agile, python","Worked as junior_developer for 1 years with expertise in kubernetes, agile, python",junior_developer,1
CAND_0178,15,high_school,"nodejs, kubernetes, project management, teamwork","Worked as designer for 15 years with expertise in nodejs, kubernetes, project management",designer,1
CAND_0179,12,master,"project management, aws","Worked as senior_developer for 12 years with expertise in project management, aws",senior_developer,1
CAND_0180,14,master,"nodejs, scrum, azure, linux","Worked as intern for 14 years with expertise in nodejs, scrum, azure",intern,1
CAND_0181,17,bachelor,"machine learning, nodejs","Worked as fresher for 17 years with expertise in machine learning, nodejs",fresher,1
CAND_0182,8,phd,"azure, excel, git, linux","Worked as data_scientist for 8 years with expertise in azure, excel, git",data_scientist,1
CAND_0183,17,associate,"scrum, kubernetes, nodejs, leadership","Worked as data_scientist for 17 years with expertise in scrum, kubernetes, nodejs",data_scientist,1
CAND_0184,17,bachelor,"azure, excel, java, aws","Worked as designer for 17 years with expertise in azure, excel, java",designer,1
CAND_0185,16,associate,"linux, react, java, nodejs, communication, excel, sql, statistics","Worked as fresher for 16 years with expertise in linux, react, java",fresher,1
CAND_0186,14,phd,"nodejs, sql, javascript, leadership, git, statistics","Worked as senior_developer for 14 years with expertise in nodejs, sql, javascript",senior_developer,1
CAND_0187,9,bachelor,"statistics, machine learning, communication","Worked as fresher for 9 years with expertise in statistics, machine learning, communication",fresher,1
CAND_0188,0,high_school,"azure, sql, teamwork, kubernetes","Worked as manager for 0 years with expertise in azure, sql, teamwork",manager,0
CAND_0189,2,associate,"sql, git, nodejs, java, project management, kubernetes, excel, communication","Worked as developer for 2 years with expertise in sql, git, nodejs",developer,0
CAND_0190,11,bachelor,"nodejs, excel","Worked as data_scientist for 11 years with expertise in nodejs, excel",data_scientist,1
CAND_0191,3,master,"python, kubernetes","Worked as designer for 3 years with expertise in python, kubernetes",designer,1
CAND_0192,19,bachelor,"project management, javascript, python, azure, git, data analysis, statistics, nodejs","Worked as fresher for 19 years with expertise in project management, javascript, python",fresher,1
CAND_0193,4,bachelor,"react, linux, java, project management, kubernetes","Worked as senior_developer for 4 years with expertise in react, linux, java",senior_developer,1
CAND_0194,11,associate,"leadership, docker, communication","Worked as developer for 11 years with expertise in leadership, docker, communication",developer,1
CAND_0195,3,associate,"docker, project management, java, leadership, linux, teamwork","Worked as senior_developer for 3 years with expertise in docker, project management, java",senior_developer,0
CAND_0196,15,high_school,"agile, nodejs, leadership, kubernetes, azure, statistics, teamwork","Worked as junior_developer for 15 years with expertise in agile, nodejs, leadership",junior_developer,1
CAND_0197,19,bachelor,"docker, agile, linux, aws","Worked as consultant for 19 years with expertise in docker, agile, linux",consultant,1
CAND_0198,3,phd,"statistics, teamwork, data analysis, aws","Worked as manager for 3 years with expertise in statistics, teamwork, data analysis",manager,1
CAND_0199,13,bachelor,"statistics, azure, java, docker","Worked as analyst for 13 years with expertise in statistics, azure, java",analyst,1
CAND_0200,17,high_school,"project management, agile, git, kubernetes, teamwork","Worked as analyst for 17 years with expertise in project management, agile, git",analyst,1
CAND_0201,10,master,"sql, java, data analysis, leadership","Worked as junior_developer for 10 years with expertise in sql, java, data analysis",junior_developer,1
CAND_0202,16,high_school,"azure, communication, machine learning, scrum, data analysis, teamwork, sql, git","Worked as junior_developer for 16 years with expertise in azure, communication, machine learning",junior_developer,1
CAND_0203,9,master,"excel, java, data analysis, teamwork, statistics","Worked as consultant for 9 years with expertise in excel, java, data analysis",consultant,1
CAND_0204,3,associate,"sql, scrum, agile, nodejs, teamwork, statistics, docker, linux","Worked as data_scientist for 3 years with expertise in sql, scrum, agile",data_scientist,1
CAND_0205,1,high_school,"data analysis, docker, react, linux, excel, machine learning","Worked as data_scientist for 1 years with expertise in data analysis, docker, react",data_scientist,0
CAND_0206,11,master,"docker, kubernetes, agile, java","Worked as data_scientist for 11 years with expertise in docker, kubernetes, agile",data_scientist,1
CAND_0207,3,master,"leadership, sql","Worked as senior_developer for 3 years with expertise in leadership, sql",senior_developer,0
CAND_0208,11,high_school,"azure, git, machine learning, javascript, communication, statistics, kubernetes","Worked as consultant for 11 years with expertise in azure, git, machine learning",consultant,1
CAND_0209,7,associate,"javascript, statistics, kubernetes, sql, agile, leadership, azure","Worked as senior_developer for 7 years with expertise in javascript, statistics, kubernetes",senior_developer,1
CAND_0210,13,associate,"java, docker, javascript, git, kubernetes, data analysis, scrum","Worked as consultant for 13 years with expertise in java, docker, javascript",consultant,1
CAND_0211,1,high_school,"sql, git, docker, teamwork, data analysis, machine learning","Worked as developer for 1 years with expertise in sql, git, docker",developer,0
CAND_0212,5,associate,"nodejs, data analysis, leadership, excel, statistics, sql","Worked as data_scientist for 5 years with expertise in nodejs, data analysis, leadership",data_scientist,1
CAND_0213,5,master,"scrum, communication, excel, java, javascript, data analysis, nodejs","Worked as analyst for 5 years with expertise in scrum, communication, excel",analyst,1
CAND_0214,7,bachelor,"leadership, aws, javascript","Worked as developer for 7 years with expertise in leadership, aws, javascript",developer,1
CAND_0215,2,associate,"nodejs, azure, project management, docker, data analysis, java, sql","Worked as junior_developer for 2 years with expertise in nodejs, azure, project management",junior_developer,1
